iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.0990173736661,0.0990186640741,0.0990174640088,1.0,1.0,1.0,0.468813228
100,0.0992670457463,0.0992663873106,0.099268273921,1.0,1.0,1.0,50.897941126
200,0.0966734243929,0.0966720313202,0.0966743228476,1.0,1.0,1.0,101.713515161
300,0.0942035677439,0.0942023689011,0.09420429925,1.0,1.0,1.0,152.950980249
400,0.0915884620794,0.0915889169353,0.0915830870895,1.0,1.0,1.0,203.828182876
500,0.0912540501773,0.0912553358926,0.0912482285087,1.0,1.0,1.0,255.06596399
600,0.0911839373345,0.0911858463266,0.0911767916,1.0,1.0,1.0,305.595293826
700,0.0911449004944,0.0911484417164,0.0911363372079,1.0,1.0,1.0,355.308513097
800,0.091064373817,0.0910688793306,0.0910567290719,1.0,1.0,1.0,406.33138941
900,0.0909755663513,0.0909813251282,0.0909670122578,1.0,1.0,1.0,472.773455987
1000,0.0909465164208,0.0909524354133,0.0909378672009,1.0,1.0,1.0,536.007145081
1100,0.0908442729262,0.0908520147475,0.0908378759426,1.0,1.0,1.0,606.169954968
1200,0.0907713916519,0.0907794481071,0.0907651476537,1.0,1.0,1.0,669.291963571
1300,0.090598883553,0.0906105800352,0.0905944580664,1.0,1.0,1.0,737.659321097
1400,0.0904955468,0.0905087433381,0.0904914340902,1.0,1.0,1.0,805.622359079
1500,0.0903316212093,0.0903460623375,0.0903288380076,1.0,1.0,1.0,873.041811665
1600,0.0902811961211,0.0902969721207,0.090279222316,1.0,1.0,1.0,943.250455359
1700,0.0901566671135,0.0901737245694,0.0901538988084,1.0,1.0,1.0,1007.60141085
1800,0.0900118151973,0.0900310766304,0.0900090216971,1.0,1.0,1.0,1075.94335241
1900,0.0899391899833,0.0899597664962,0.0899360930342,1.0,1.0,1.0,1143.72437506
2000,0.0898743939025,0.0898957205089,0.0898710949807,1.0,1.0,1.0,1206.5700053
2100,0.0897697977672,0.0897925575581,0.0897671296726,1.0,1.0,1.0,1277.36791228
2200,0.089704203844,0.0897267483413,0.0897034707592,1.0,1.0,1.0,1343.98048183
2300,0.0895094411244,0.0895350281635,0.0895094351864,1.0,1.0,1.0,1413.36105443
2400,0.0893975406599,0.0894267773025,0.0893975584793,1.0,1.0,1.0,1480.48784687
2500,0.0892238174354,0.089253971605,0.0892239475711,1.0,1.0,1.0,1545.23792244
2600,0.0890797034402,0.0891114615961,0.08908355775,1.0,1.0,1.0,1616.14944175
2700,0.0889575232471,0.0889917983314,0.0889673246658,1.0,1.0,1.0,1679.66805649
2800,0.0887926159438,0.0888301862261,0.0888032359029,1.0,1.0,1.0,1745.86292146
2900,0.0887145897752,0.0887534410872,0.0887233760608,1.0,1.0,1.0,1816.36404151
3000,0.0885189491217,0.0885606241186,0.0885275099982,1.0,1.0,1.0,1879.65828116
3100,0.0884249486443,0.0884695134116,0.088432666155,1.0,1.0,1.0,1950.79857852
3200,0.0882855577507,0.0883319630182,0.0882952145335,1.0,1.0,1.0,2018.09496199
3300,0.0881716695557,0.0882210231636,0.0881828042669,1.0,1.0,1.0,2085.28350244
3400,0.0880189480106,0.0880727710262,0.0880284665642,1.0,1.0,1.0,2155.26395116
3500,0.0878991132955,0.0879552340047,0.0879044734398,1.0,1.0,1.0,2217.97562421
3600,0.0877781336796,0.0878374161897,0.0877828159161,1.0,1.0,1.0,2287.99981375
3700,0.0876235819289,0.0876863734898,0.0876294525026,1.0,1.0,1.0,2352.48324426
3800,0.087468936474,0.0875357092483,0.0874718790549,1.0,1.0,1.0,2418.20914259
3900,0.0873584042545,0.0874285418982,0.0873606365672,1.0,1.0,1.0,2488.73550623
4000,0.0871085786557,0.0871816593429,0.0871121772608,1.0,1.0,1.0,2555.40837474
4100,0.0869367305011,0.0870142876217,0.0869404801983,1.0,1.0,1.0,2626.38116072
4200,0.0868499058662,0.0869289334417,0.086855288906,1.0,1.0,1.0,2694.21726259
4300,0.0866399101435,0.0867233276668,0.0866474298268,1.0,1.0,1.0,2760.20174993
4400,0.0864378663038,0.0865298702417,0.0864408703502,1.0,1.0,1.0,2828.8237645
4500,0.0862404863495,0.086337857346,0.0862446032337,1.0,1.0,1.0,2890.99139366
4600,0.0861079449,0.0862088938487,0.0861164738909,1.0,1.0,1.0,2961.37288538
4700,0.0859688094011,0.0860740115374,0.0859795686358,1.0,1.0,1.0,3030.11505073
4800,0.0859118721602,0.0860158475077,0.0859231323072,1.0,1.0,1.0,3095.78792307
4900,0.0857877175069,0.0858969514464,0.0857992432625,1.0,1.0,1.0,3166.10885531
5000,0.0855835291892,0.085699376388,0.085597124921,1.0,1.0,1.0,3230.28062858
5100,0.0854126652369,0.0855339398481,0.0854291552046,1.0,1.0,1.0,3299.84959661
5200,0.0851054160763,0.0852421221754,0.0851258274255,1.0,1.0,1.0,3366.68982462
5300,0.084912097564,0.0850575307445,0.0849207724188,1.0,1.0,1.0,3432.34840509
5388,0.0847809471569,0.0849354039923,0.0847862782504,1.0,1.0,1.0,3494.03825701,optimal
0,0.214970235707,0.214956247822,0.214983277813,1.0,1.0,1.0,0.673644255
100,0.222036432367,0.222020546933,0.222047494148,1.0,1.0,1.0,61.936739016
200,0.209398479388,0.209383150042,0.209408703224,1.0,1.0,1.0,129.765345344
300,0.189673472574,0.189659798426,0.18968228751,1.0,1.0,1.0,200.183732689
400,0.17647913917,0.176467901802,0.176482741204,1.0,1.0,1.0,263.801061074
500,0.129647288147,0.129635210316,0.129627879041,1.0,1.0,1.0,329.975198438
600,0.120497670173,0.120486574205,0.120474469471,1.0,1.0,1.0,380.750335107
700,0.100154361485,0.100149119152,0.100126621852,1.0,1.0,1.0,431.633549325
800,0.0953525565032,0.0953482649111,0.0953244316509,1.0,1.0,1.0,482.441122836
900,0.0933435325944,0.0933414476417,0.0933158456336,1.0,1.0,1.0,533.238631172
1000,0.0913103695623,0.091312241748,0.0912807200002,1.0,1.0,1.0,584.059970031
1100,0.0911249963089,0.0911275459592,0.0910949845699,1.0,1.0,1.0,635.001302464
1200,0.0910404614809,0.0910436995131,0.0910120965658,1.0,1.0,1.0,686.024436128
1300,0.090894622766,0.0908988384871,0.0908666242085,1.0,1.0,1.0,737.046007179
1400,0.09078364554,0.0907889421096,0.0907568951203,1.0,1.0,1.0,787.994914522
1500,0.0906749931787,0.0906811788868,0.0906493455299,1.0,1.0,1.0,838.914319014
1600,0.0905591655786,0.0905663560089,0.0905349235422,1.0,1.0,1.0,889.761541261
1700,0.0904850386554,0.090493157865,0.0904585732422,1.0,1.0,1.0,940.515041163
1800,0.0903793809763,0.0903896119958,0.090351323293,1.0,1.0,1.0,991.390831199
1900,0.090316044735,0.0903265048177,0.0902884013748,1.0,1.0,1.0,1042.29220257
2000,0.0901567221936,0.0901695487426,0.0901303648524,1.0,1.0,1.0,1093.29794203
2100,0.090070435172,0.0900844160578,0.0900438161235,1.0,1.0,1.0,1144.43106196
2200,0.0900042589872,0.0900193621252,0.089978965655,1.0,1.0,1.0,1195.52836669
2300,0.0899426438133,0.0899586976733,0.0899172561935,1.0,1.0,1.0,1246.63775794
2400,0.0897955070084,0.0898129681411,0.0897704211638,1.0,1.0,1.0,1297.75319317
2500,0.0896900233591,0.0897104891638,0.0896580532856,1.0,1.0,1.0,1348.90511322
2600,0.0895290343084,0.0895511201129,0.0894962887774,1.0,1.0,1.0,1400.03167092
2700,0.0894117765447,0.0894350654302,0.0893786057008,1.0,1.0,1.0,1451.08772192
2800,0.0892892963875,0.0893152420815,0.0892562201235,1.0,1.0,1.0,1502.06194504
2900,0.0891873134186,0.0892143254485,0.0891514053194,1.0,1.0,1.0,1553.04969182
3000,0.0889918221985,0.0890236907578,0.0889595687333,1.0,1.0,1.0,1604.03316216
3100,0.0888843886155,0.0889184335186,0.088851858797,1.0,1.0,1.0,1655.0248639
3200,0.0887875919903,0.0888220733862,0.0887581470466,1.0,1.0,1.0,1706.00474492
3300,0.0886399070558,0.0886768421001,0.0886094337395,1.0,1.0,1.0,1757.02342194
3400,0.0884940469437,0.0885345860802,0.088464551816,1.0,1.0,1.0,1808.09954773
3500,0.0883212016007,0.0883640205726,0.0882909672533,1.0,1.0,1.0,1859.28404085
3600,0.0881671913143,0.0882142964178,0.0881353056231,1.0,1.0,1.0,1910.26810159
3700,0.08801977902,0.0880714220154,0.087987265924,1.0,1.0,1.0,1961.24892706
3800,0.0878502553942,0.0879038931165,0.087822521477,1.0,1.0,1.0,2012.23154248
3900,0.0875957983485,0.0876537012433,0.0875665710069,1.0,1.0,1.0,2063.1455435
4000,0.0874843329246,0.087544633515,0.0874537126241,1.0,1.0,1.0,2113.99272397
4100,0.087296866945,0.0873598576007,0.0872665563623,1.0,1.0,1.0,2164.92605622
4200,0.0869618891603,0.0870277585886,0.0869388152789,1.0,1.0,1.0,2215.95188938
4300,0.086785856962,0.0868558612849,0.0867606171521,1.0,1.0,1.0,2266.99097497
4400,0.0866651324127,0.086739144699,0.0866375610336,1.0,1.0,1.0,2318.0114052
4500,0.0865261797757,0.0866020455084,0.0865019217962,1.0,1.0,1.0,2369.00084241
4600,0.0863653353628,0.0864444173071,0.0863447468739,1.0,1.0,1.0,2420.02576567
4700,0.0861738430444,0.0862607006781,0.0861472433677,1.0,1.0,1.0,2470.98703693
4800,0.0859309206069,0.0860272269072,0.085905969777,1.0,1.0,1.0,2521.96870257
4900,0.0857248057037,0.0858243668818,0.0857004889388,1.0,1.0,1.0,2572.9407647
5000,0.0855403984794,0.0856442361941,0.0855198803468,1.0,1.0,1.0,2623.82371498
5100,0.0853588085853,0.0854714188596,0.0853396782976,1.0,1.0,1.0,2674.65725226
5200,0.0851682495033,0.0852829751397,0.0851487528683,1.0,1.0,1.0,2725.51062814
5300,0.0849905012926,0.085110310433,0.0849702800737,1.0,1.0,1.0,2776.31492159
5400,0.084784954409,0.0849112420673,0.0847671441061,1.0,1.0,1.0,2827.05331155
5500,0.0846356108963,0.0847664915386,0.0846196545285,1.0,1.0,1.0,2877.8386892
5600,0.0844696656852,0.0846059952713,0.0844526190942,1.0,1.0,1.0,2928.71916634
5700,0.0842890311158,0.0844387193761,0.0842614861929,1.0,1.0,1.0,2979.65690128
5800,0.0842124244859,0.0843644382953,0.0841865459893,1.0,1.0,1.0,3030.49895733
5900,0.0840464182012,0.0842067891025,0.0840208650544,1.0,1.0,1.0,3081.44756164
5920,0.0840316105209,0.0841932233639,0.0840042784437,1.0,1.0,1.0,3091.66686932,optimal
0,0.117520871312,0.11751354456,0.117530627615,1.0,1.0,1.0,0.50730997
100,0.116312795761,0.116304617653,0.116317912477,1.0,1.0,1.0,51.495330101
200,0.109182734958,0.10917585396,0.109188471916,1.0,1.0,1.0,102.435666133
300,0.102616884445,0.102614171107,0.102619101136,1.0,1.0,1.0,153.413126697
400,0.0985972892118,0.0985962373482,0.0985992381391,1.0,1.0,1.0,204.302740819
500,0.0963558483868,0.0963556594803,0.096353866681,1.0,1.0,1.0,255.200450166
600,0.0952436917964,0.0952432111058,0.0952396233706,1.0,1.0,1.0,306.069585415
700,0.0936549061607,0.0936561956685,0.0936513054551,1.0,1.0,1.0,356.941377371
800,0.0914445185868,0.0914470252308,0.0914371617241,1.0,1.0,1.0,407.904492078
900,0.0912497671872,0.0912552351999,0.0912427005001,1.0,1.0,1.0,458.839558492
1000,0.0911761327857,0.0911828676802,0.0911702414859,1.0,1.0,1.0,509.881504906
1100,0.0911033176037,0.0911111901081,0.0910962269271,1.0,1.0,1.0,560.873789122
1200,0.0910095193937,0.0910193218423,0.0910023337633,1.0,1.0,1.0,611.798800638
1300,0.0908797777997,0.0908917453898,0.0908738537481,1.0,1.0,1.0,662.809285775
1400,0.0907883208667,0.0908009582163,0.0907840713497,1.0,1.0,1.0,713.778140019
1500,0.0906858862153,0.0907005838522,0.0906800637832,1.0,1.0,1.0,764.685130388
1600,0.0906028924477,0.0906189079421,0.0905971357271,1.0,1.0,1.0,815.49686391
1700,0.0904735665815,0.0904933016306,0.0904701884379,1.0,1.0,1.0,866.299077143
