iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.149873921398,0.14985086588,0.149872620237,1.0,1.0,1.0,0.453477941002
100,0.14595795577,0.145935776569,0.145956400874,1.0,1.0,1.0,45.7775920639
200,0.126579496363,0.126560838888,0.126576523767,1.0,1.0,1.0,91.159816354
300,0.115399382548,0.115383270582,0.115385643818,1.0,1.0,1.0,136.485701799
400,0.107015600289,0.107001709193,0.107002836628,1.0,1.0,1.0,185.221591517
500,0.104191722288,0.104179867389,0.104178689715,1.0,1.0,1.0,235.013314249
600,0.0995031874074,0.0994938907753,0.0994878641983,1.0,1.0,1.0,284.718988053
700,0.0943787908131,0.0943732996157,0.0943596616111,1.0,1.0,1.0,334.33443104
800,0.0928141004074,0.092811424233,0.0927978902841,1.0,1.0,1.0,384.060645768
900,0.0919836504661,0.0919828668556,0.0919657424356,1.0,1.0,1.0,433.777204792
1000,0.0916033563666,0.09160255897,0.0915844080962,1.0,1.0,1.0,483.483548365
1100,0.091488558847,0.0914898508142,0.0914724689476,1.0,1.0,1.0,533.160229025
1200,0.0913797852852,0.0913813172199,0.0913668797841,1.0,1.0,1.0,583.663657388
1300,0.0912531407125,0.0912567045165,0.0912372138124,1.0,1.0,1.0,634.296010549
1400,0.091164951564,0.0911698614604,0.0911516395548,1.0,1.0,1.0,685.076303655
1500,0.0910688200163,0.0910750218811,0.0910570929475,1.0,1.0,1.0,735.841920704
1600,0.0909481662249,0.0909561003814,0.0909395588677,1.0,1.0,1.0,786.639844111
1700,0.0908468172313,0.0908568815664,0.0908396571729,1.0,1.0,1.0,837.395476927
1800,0.0906678781105,0.0906799166933,0.0906661882044,1.0,1.0,1.0,888.153157959
1900,0.0904408834994,0.0904557121485,0.0904390307272,1.0,1.0,1.0,938.92890414
2000,0.0902940354393,0.0903106666131,0.0902972726259,1.0,1.0,1.0,989.65725349
2100,0.0901350029089,0.0901551527541,0.0901391095215,1.0,1.0,1.0,1040.41972741
2200,0.0899684081915,0.08999097026,0.0899750530855,1.0,1.0,1.0,1091.32535197
2300,0.0898410916953,0.0898679945767,0.0898530073495,1.0,1.0,1.0,1142.2018818
2400,0.0896874370017,0.089715053947,0.0897022095379,1.0,1.0,1.0,1193.14900779
2500,0.0895968133167,0.0896255642085,0.0896138720254,1.0,1.0,1.0,1244.09279527
2600,0.0895092624796,0.0895402212781,0.0895295954867,1.0,1.0,1.0,1294.98384868
2700,0.0894181540453,0.0894508259781,0.0894393612309,1.0,1.0,1.0,1345.80651059
2800,0.0892716996978,0.0893062759403,0.0892987766236,1.0,1.0,1.0,1396.50218162
2900,0.089148366481,0.0891853025546,0.0891752790288,1.0,1.0,1.0,1447.10758402
3000,0.0889597215934,0.089000177024,0.088988768785,1.0,1.0,1.0,1497.69960745
3100,0.08874852209,0.0887909854088,0.088778162851,1.0,1.0,1.0,1548.35118867
3200,0.0885678954656,0.0886142972304,0.0885960357449,1.0,1.0,1.0,1599.01512645
3300,0.0884380069151,0.0884871765924,0.0884684074408,1.0,1.0,1.0,1649.63362058
3400,0.0882783407906,0.0883306874105,0.0883081482821,1.0,1.0,1.0,1700.29380692
3500,0.0881773085299,0.0882311386468,0.0882086459082,1.0,1.0,1.0,1750.91809004
3600,0.088026670892,0.0880837504767,0.0880578058114,1.0,1.0,1.0,1801.54625979
3700,0.0877890138202,0.087849998903,0.087825025775,1.0,1.0,1.0,1852.29101723
3800,0.0876685138856,0.0877333252639,0.0877090472958,1.0,1.0,1.0,1903.02211415
3900,0.0875007285912,0.0875680359984,0.0875440007359,1.0,1.0,1.0,1953.79937078
4000,0.087350301155,0.0874220778516,0.0873970344997,1.0,1.0,1.0,2004.49596815
4100,0.087147981457,0.0872223708997,0.087192303214,1.0,1.0,1.0,2055.25143259
4200,0.0869657369762,0.0870434355147,0.0870107769603,1.0,1.0,1.0,2105.97474513
4300,0.086779679468,0.0868619253449,0.0868201924001,1.0,1.0,1.0,2157.06427117
4400,0.0865731712968,0.0866610601066,0.0866200583456,1.0,1.0,1.0,2207.76980878
4500,0.0864584739133,0.0865477458834,0.0865088176384,1.0,1.0,1.0,2258.42910179
4600,0.0863027253465,0.0863968227236,0.0863594067021,1.0,1.0,1.0,2309.05946535
4700,0.0861623134155,0.0862596286801,0.086221621778,1.0,1.0,1.0,2359.65252604
4800,0.0859289342222,0.0860339889101,0.0859890415315,1.0,1.0,1.0,2410.17239459
4900,0.0856734845356,0.0857869420587,0.0857332111513,1.0,1.0,1.0,2460.72861117
5000,0.0855234604691,0.0856380736169,0.0855816362764,1.0,1.0,1.0,2511.37008895
5100,0.0852735375173,0.0854024455155,0.0853298242183,1.0,1.0,1.0,2562.00985286
5200,0.0850121209358,0.0851500402361,0.0850736273208,1.0,1.0,1.0,2612.57374536
5300,0.0848723834795,0.08501932847,0.0849412652383,1.0,1.0,1.0,2663.13055939
5400,0.0846489881933,0.0847989095848,0.0847272477329,1.0,1.0,1.0,2713.76077974
5500,0.0845167676599,0.0846700614013,0.0846005409656,1.0,1.0,1.0,2764.51500585
5600,0.0843857073693,0.0845428495356,0.0844777700307,1.0,1.0,1.0,2815.22229448
5700,0.0841810820919,0.0843493832873,0.0842839213453,1.0,1.0,1.0,2865.89540562
5800,0.0840849247168,0.0842627499042,0.0841817126395,1.0,1.0,1.0,2916.54936154
5806,0.0840791432204,0.0842578637712,0.0841754615413,1.0,1.0,1.0,2919.59075716,optimal
0,0.10068323158,0.100693096082,0.100644918744,1.0,1.0,1.0,0.503036797993
100,0.0996757869117,0.0996855695231,0.0996357599835,1.0,1.0,1.0,50.872556818
200,0.0978433811846,0.0978523656942,0.0978017726673,1.0,1.0,1.0,101.210102011
300,0.0965226762374,0.0965319156213,0.0964787330534,1.0,1.0,1.0,151.660225705
400,0.0954735239719,0.0954824447024,0.0954269025935,1.0,1.0,1.0,202.087159842
500,0.091685118979,0.0916916255412,0.0916371396182,1.0,1.0,1.0,252.516050943
